"LastName","FirstName","Gender","Country","Date","Competition","Round","Location","Rank","D_Score","E_Score","Penalty","Score","FullName","HB","PH","FX","PB","SR","VT","BB","UB","Total"
"PASS","Ruby","w","AUS","9-12 Mar 2023","World Cup","final","Baku, Azerbaijan",8,4.7,6.366,NA,11.066,"Ruby_PASS",NA,NA,12.51625,NA,NA,NA,12.133,12.9663333333333,37.6155833333333
"STACEY","Ruby","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",11,5,7.25,0,12.25,"Ruby_STACEY",NA,NA,12.2995,NA,NA,12.4864,12.3,11.4915,48.5774
"FERNANDO","Ruchira","m","SRI","29 Jul-2 Aug, 2023","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England",18,3.2,6.8,NA,10,"Ruchira_FERNANDO",10.2,12.2,10.6,11.55,10.35,11.9,NA,NA,66.8
"MORIANO","Rudi","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",20,4.8,7.5,0.1,12.2,"Rudi_MORIANO",12.55,9.2,12.2,12,10.5,9.9875,NA,NA,66.4375
"LUO","Rui","w","CHN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",109,5.5,5.366,0.1,10.766,"Rui_LUO",NA,NA,NA,NA,NA,NA,10.766,14.35,25.116
"XIAO","Ruoteng","m","CHN","1-4 Mar 2023","World Cup","qual","Doha, Qatar",22,6,6.766,NA,12.766,"Ruoteng_XIAO",12.166,NA,12.766,NA,NA,NA,NA,NA,24.932
"NEMATOV","Rustambek","m","UZB","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",75,4.7,6.4,NA,11.1,"Rustambek_NEMATOV",12.166,11.166,11.1,12.433,11.9,13.163,NA,NA,71.928
"NATARAJ","Ruthuja","w","IND","29 Jul-2 Aug, 2023","BIRMINGHAM 2022 Commonwealth Games","AAfinal","Birmingham, England",18,4.3,5.95,NA,10.25,"Ruthuja_NATARAJ",NA,NA,10.225,NA,NA,12.625,10.8,10.975,44.625
"CIRINO","Ryan","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",17,4.9,7.6,0,12.5,"Ryan_CIRINO",10.25,11.55,12.5,12.4,12.8,13.2,NA,NA,72.7
"OWEN","Ryan","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",16,5,7.65,0.1,12.55,"Ryan_OWEN",12.25,6.65,12.55,11.95,11.6,13.525,NA,NA,68.525
"DOI","Ryosuke","m","JPN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",3,6.2,8.166,0.1,14.266,"Ryosuke_DOI",14.175,12.8996666666667,14.608,14.15,12.6,9.65533333333333,NA,NA,78.088
"KOKKO","Saara Katariina","w","FIN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",42,4.3,6.366,0.3,10.366,"Saara Katariina_KOKKO",NA,NA,10.366,NA,NA,NA,NA,NA,10.366
"Kokko","Saara","w","FIN","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",28,4.7,5.033,NA,9.733,"Saara_Kokko",NA,NA,11.966,NA,NA,11.966,9.733,9.966,43.631
"ABESADZE","Saba","m","GEO","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",104,5.3,6.3,NA,11.6,"Saba_ABESADZE",11.066,12.2553333333333,12.283,12.7396,13.033,12.866,NA,NA,74.2429333333333
"HALOVA","Sabina","w","CZE","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",13,4,7.566,NA,11.566,"Sabina_HALOVA",NA,NA,NA,NA,NA,NA,11.566,10.933,22.499
"CARDERO","Sabrina","w","CUB","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",35,4.1,3.3,NA,7.4,"Sabrina_CARDERO",NA,NA,9.85,NA,NA,12.3,7.4,8.65,38.2
"MANECA VOINEA","Sabrina","w","ROU","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",79,5.1,5.3,0.1,10.3,"Sabrina_MANECA VOINEA",NA,NA,13.533,NA,NA,12.7662857142857,12.344,10.783,49.4262857142857
"BAILEY","Sacha","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",35,4.6,6,0,10.6,"Sacha_BAILEY",NA,NA,10.725,NA,NA,11.65,10.6,9.825,42.8
"TAMBOLI","Saif","m","IND","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",9,5.8,8.25,NA,14.05,"Saif_TAMBOLI",NA,NA,NA,14.05,NA,NA,NA,NA,14.05
"MARESCA","Salvatore","m","ITA","27-30 Apr 2023","World Cup","final","Cairo, Egypt",2,6.2,8.5,NA,14.7,"Salvatore_MARESCA",NA,NA,NA,NA,14.7,NA,NA,NA,14.7
"Mostowfi","Sam","m","GBR","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",6,6,7.45,NA,13.45,"Sam_Mostowfi",10.4,NA,13.45,NA,NA,13.1,NA,NA,36.95
"MOSTOWFI","Sam","m","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England",7,5.7,7.7,0,13.4,"Sam_MOSTOWFI",12.6165,11.625,13.4432,12.7276666666667,12.6,14.3,NA,NA,77.3123666666667
"ZAKUTNEY","Sam","m","CAN","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",26,5.2,8.2,0.1,13.3,"Sam_ZAKUTNEY",14.2,11.55,13.3,13,13.25,6.9,NA,NA,72.2
"SERHANI","Samir","m","SUI","1-5 Aug 2023","2023 FISH World University Games","AAfinal","Chengdu, China",13,4.7,8.566,NA,13.266,"Samir_SERHANI",13.0553333333333,12.2496666666667,13.1495,13.383,13.833,13.6665,NA,NA,79.337
"Gahramanova","Samira","w","AZE","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",19,4.4,5.833,NA,10.233,"Samira_Gahramanova",NA,NA,10.7,NA,NA,NA,10.233,NA,20.933
"GAHRAMANOVA","Samira","w","AZE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",135,4.2,5.6,NA,9.8,"Samira_GAHRAMANOVA",NA,NA,10.473,NA,NA,11.6495,10.2665,7.366,39.755
"DICK","Samual","m","NZL","05-06 May 2023","Oceania Continental Championships 2023","aa","Carrara, Australia",NA,5,8.366,0,13.366,"Samual_DICK",12.4,7.333,13.366,13.333,13.333,12.866,NA,NA,72.631
"DICK","Samuel","m","NZL","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",19,5,7.6,0.1,12.5,"Samuel_DICK",12.15,NA,12.5,12.45,12.65,13.3803333333333,NA,NA,63.1303333333333
"GHINN","Samuel","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",21,5.5,6.7,0,12.2,"Samuel_GHINN",12.05,10.825,12.2,12.9,12.5,13.2,NA,NA,73.675
"MORGAN","Samuel","m","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",26,3.9,7.15,0,11.05,"Samuel_MORGAN",7.95,12.45,11.05,12.25,11.15,12.5,NA,NA,67.35
"ZAKUTNEY","Samuel","m","CAN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",26,5.6,8.033,NA,13.633,"Samuel_ZAKUTNEY",13.633,12.4,NA,14.4,12.766,NA,NA,NA,53.199
"HARDIMAN","Sandy","m","AUS","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",53,4.7,6.6,NA,11.3,"Sandy_HARDIMAN",NA,11.35,NA,11.3,NA,6.525,NA,NA,29.175
"MAEKELAE","Sani","w","FIN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",122,4.3,6.066,NA,10.366,"Sani_MAEKELAE",NA,NA,11.983,NA,NA,12.5996,10.9106666666667,11.2996666666667,46.7929333333333
"VEERMAN","Sanna","w","NED","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",5,6.2,7.966,NA,14.166,"Sanna_VEERMAN",NA,NA,11.8553333333333,NA,NA,10.5298,11.733,13.772,47.8901333333333
"WEVERS","Sanne","w","NED","11-16 Apr 2023","2023 Senior European Championships","final","Antalya, Turkey",1,5.8,8,NA,13.8,"Sanne_WEVERS",NA,NA,NA,NA,NA,NA,13.6165,NA,13.6165
"MAYOL","Santiago","m","ARG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",59,5.4,7.833,NA,13.233,"Santiago_MAYOL",12.5,12.733,13.233,13.3,11.1,13.733,NA,NA,76.599
"LOIKAS","Sara Sofia","w","FIN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",17,4.6,7.166,NA,11.766,"Sara Sofia_LOIKAS",NA,NA,11.2,NA,NA,11.93,11.766,10.233,45.129
"JACOBSEN","Sara","w","DEN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",107,3.6,5.666,NA,9.266,"Sara_JACOBSEN",NA,NA,11.166,NA,NA,12.666,9.266,9.6,42.698
"King","Sara","w","SLO","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",21,4.1,6.933,NA,11.033,"Sara_King",NA,NA,11.3,NA,NA,NA,11.033,11,33.333
"KING","Sara","w","SLO","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",95,3.5,6.7,NA,10.2,"Sara_KING",NA,NA,11.566,NA,NA,12.03,10.9165,10.5665,45.079
"LOIKAS","Sara","w","FIN","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",18,4.6,7.033,0,11.633,"Sara_LOIKAS",NA,NA,9.633,NA,NA,11.966,11.633,9.966,43.198
"Sulekic","Sara","w","CRO","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",9,4.5,7.966,NA,12.466,"Sara_Sulekic",NA,NA,NA,NA,NA,NA,NA,12.466,12.466
"SULEKIC","Sara","w","CRO","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",101,4.4,5.5,0.1,9.8,"Sara_SULEKIC",NA,NA,11.533,NA,NA,11.533,9.483,10.5553333333333,43.1043333333333
"SURMANOVA","Sara","w","SVK","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",109,4.2,5.233,NA,9.433,"Sara_SURMANOVA",NA,NA,11.483,NA,NA,11.7165,10.4663333333333,9.883,43.5488333333333
"VOSS","Sarah","w","GER","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",33,5.1,7.166,NA,12.266,"Sarah_VOSS",NA,NA,11.808,NA,NA,13.6665,12.3495,12.7886666666667,50.6126666666667
"MUEANGPHUAN","Sasiwimon","w","THA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",87,4.5,6.766,NA,11.266,"Sasiwimon_MUEANGPHUAN",NA,NA,12.033,NA,NA,11.4,11.266,10.2,44.899
"MONDAL","Satyajit","m","IND","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",40,5.2,2.95,0.3,7.85,"Satyajit_MONDAL",NA,NA,7.85,NA,NA,13.55,NA,NA,21.4
"GAWRONSKI","Sebastian Norbert","m","POL","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",42,5.7,7.433,0.1,13.033,"Sebastian Norbert_GAWRONSKI",12.2,10.533,13.033,12.733,13.4,13.7985,NA,NA,75.6975
"GAWRONSKI","Sebastian","m","POL","18-21 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",44,5.5,7.766,NA,13.266,"Sebastian_GAWRONSKI",11.6128,10.4598,13.1106666666667,12.9064,12.65825,13.844,NA,NA,74.5919166666667
"SPONEVIK","Sebastian","m","NOR","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",75,4.7,8.066,NA,12.766,"Sebastian_SPONEVIK",NA,12.208,12.1,12.172,12.2915,14.179,NA,NA,62.9505
"SUE","Sebastian","m","PAN","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",18,4.7,7.7,NA,12.4,"Sebastian_SUE",NA,10.7,12.4,10.55,NA,NA,NA,NA,33.65
"KICKINGER","Selina","w","AUT","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",55,4.6,7.333,NA,11.933,"Selina_KICKINGER",NA,NA,11.81625,NA,NA,12.97475,11.9745,12.5415,49.307
"Halvorsen","Selma","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",27,4.2,5.8,0.1,9.9,"Selma_Halvorsen",NA,NA,11.233,NA,NA,12.3165,9.9,11.7,45.1495
"HALVORSEN","Selma","w","NOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",140,4,6.1,NA,10.1,"Selma_HALVORSEN",NA,NA,10.1,NA,NA,11.5995,NA,11.033,32.7325
"Spyckerelle","Senne","m","BEL","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",18,4.7,7.25,NA,11.95,"Senne_Spyckerelle",11.95,11.85,NA,9.25,NA,NA,NA,NA,33.05
"KIM","Seohyeon","w","KOR","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",40,4.4,5.633,NA,10.033,"Seohyeon_KIM",NA,NA,11.666,NA,NA,12.742,10.033,NA,34.441
"YEO","Seojeong","w","KOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",37,5.4,7.066,NA,12.466,"Seojeong_YEO",NA,NA,12.633,NA,NA,14.1773333333333,12.466,NA,39.2763333333333
"MORENO","Sergio","m","ESP","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",24,4.2,6.2,0,10.4,"Sergio_MORENO",NA,10.4,NA,NA,NA,NA,NA,NA,10.4
"VARGAS","Sergio","m","COL","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",28,4.5,6.65,NA,11.15,"Sergio_VARGAS",12.15,11.25,11.15,12.5,NA,12.55,NA,NA,59.6
"KRANZLMUELLER","Severin","m","AUT","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",115,5.1,6.866,NA,11.966,"Severin_KRANZLMUELLER",12.7165,10.716,12.266,12.1995,12.783,13.283,NA,NA,73.964
"KAYISOGLU","Sevgi","w","TUR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",65,5.1,6.6,NA,11.7,"Sevgi_KAYISOGLU",NA,NA,12.1498333333333,NA,NA,11.9883333333333,11.5184,12.0496666666667,47.7062333333333
"VAN OORSCHOT","Shade","w","NED","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",86,4.9,6.066,NA,10.966,"Shade_VAN OORSCHOT",NA,NA,12.566,NA,NA,NA,10.966,NA,23.532
"POH","Shandy","w","SGP","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",35,4,5.2,NA,9.2,"Shandy_POH",NA,NA,10.3,NA,NA,NA,9.2,9.95,29.45
"WISKUS","Shane","m","USA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",4,5.6,8.7,NA,14.3,"Shane_WISKUS",13.75,NA,14.3,14.75,14,NA,NA,NA,56.8
"GRANT","Shanna Kae","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",15,4,7.55,0,11.55,"Shanna Kae_GRANT",NA,NA,12.7,NA,NA,12.5,11.575,11.9,48.675
"ARCHER","Shannon","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","final","Liverpool, England",8,5.2,5.1,0,10.3,"Shannon_ARCHER",NA,NA,12.3625,NA,NA,13.19375,11.8625,11.9165,49.33525
"BAKER","Shannon","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",40,4,6.3,0,10.3,"Shannon_BAKER",NA,NA,11.7,NA,NA,12.15,10.975,10.2,45.025
"KOTI","Shante","w","RSA","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","final","Birmingham, England",8,4.6,5.766,NA,10.366,"Shante_KOTI",NA,NA,11.75,NA,NA,NA,11.233,NA,22.983
"Koti","Shanté","w","RSA","1-4 Jun 2023","2023 Tel Aviv Challenge Cup","qual","Tel Aviv, Israel",22,3.8,5.633,NA,9.333,"Shanté_Koti",NA,NA,11.933,NA,NA,NA,9.333,NA,21.266
"PETIT","Sheyen","w","FRA","17-19 Mar 2023","EnBW DTB Pokal Team Challenge 2023","qual","Stuttgart, Germany",17,5.2,7.4,0.1,12.5,"Sheyen_PETIT",NA,NA,NA,NA,NA,6.15,12.5,13.1,31.75
"JONES","Shilese","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",5,5.2,7.9,NA,13.1,"Shilese_JONES",NA,NA,13.75,NA,NA,14.2165,13.15,14.566,55.6825
"AHMED","Shishir","m","BAN","29 Jul-2 Aug 2022","BIRMINGHAM 2022 Commonwealth Games","qual","Birmingham, England",38,3.5,5.9,0.3,9.1,"Shishir_AHMED",2.95,2.1,9.1,6.5,4.6,11.65,NA,NA,36.9
"SONEZAKI","Shizuku","w","JPN","1-4 Mar 2023","World Cup","qual","Doha, Qatar",11,4.4,7.533,0.1,11.833,"Shizuku_SONEZAKI",NA,NA,11.833,NA,NA,12.4165,NA,NA,24.2495
"KAWAKAMI","Shohei","m","JPN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",16,5.8,7.966,NA,13.766,"Shohei_KAWAKAMI",14.1665,13.2665,13.766,14.366,13.3495,13.6863333333333,NA,NA,82.6008333333333
"MIYATA","Shoko","w","JPN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",8,5.7,7.266,NA,12.966,"Shoko_MIYATA",NA,NA,13.4458,NA,NA,13.854,13.5108333333333,12.69125,53.5018833333333
"HAMIDI","Sihem","w","ALG","27-30 Apr 2023","World Cup","qual","Cairo, Egypt",35,3.7,5.833,NA,9.533,"Sihem_HAMIDI",NA,NA,NA,NA,NA,12.0995,9.533,NA,21.6325
"MIELLE","Silane","w","FRA","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",49,4.9,6.5,NA,11.4,"Silane_MIELLE",NA,NA,12.84975,NA,NA,NA,11.822,12.283,36.95475
"SFIRINGU","Silviana","w","ROU","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",23,5,7.533,NA,12.533,"Silviana_SFIRINGU",NA,NA,10.066,NA,NA,12.866,12.533,11.133,46.598
"WU","Sing Fen","w","TPE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",144,2.3,5.833,NA,8.133,"Sing Fen_WU",NA,NA,NA,NA,NA,12.7,NA,8.133,20.833
"WU","Sing","w","TPE","1-5 Aug 2023","2023 FISU World University Games","final","Chengdu, China",8,4.7,6.8,0.1,11.4,"Sing_WU",NA,NA,11.266,NA,NA,12.31,12.033,NA,35.609
"MACIAS","Sira","w","ARG","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",96,4.5,7.533,NA,12.033,"Sira_MACIAS",NA,NA,12.033,NA,NA,12.766,NA,12.733,37.532
"DU","Siyu","w","CHN","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",16,4.1,7.933,NA,12.033,"Siyu_DU",NA,NA,12.033,NA,NA,13.1,NA,14.0995,39.2325
"BLAKELY","Skye","w","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",5,6.2,7.1,NA,13.3,"Skye_BLAKELY",NA,NA,13.6,NA,NA,NA,13.5165,12.566,39.6825
"MICALLEF","Sofia","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",17,4.4,7.1,0,11.5,"Sofia_MICALLEF",NA,NA,12.05,NA,NA,12.8333333333333,11.9375,12,48.8208333333333
"SAPORITA","Sofia","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",19,4.7,6.75,0,11.45,"Sofia_SAPORITA",NA,NA,9.3,NA,NA,11.6,11.45,9.6,41.95
"HEGGEMSNES","Sofus","m","NOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","AAfinal","Liverpool, England",23,4.7,8.066,NA,12.766,"Sofus_HEGGEMSNES",13.110125,12.1398,13.1635,13.373,13.0864,14.1998,NA,NA,79.072625
"PILAKOURIS","Sokratis","m","CYP","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",9,5.9,8.233,NA,14.133,"Sokratis_PILAKOURIS",NA,NA,11.95,11.2,14.2848888888889,12.933,NA,NA,50.3678888888889
"SHIN","Solyi","w","KOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",55,5,7.8,NA,12.8,"Solyi_SHIN",NA,NA,NA,NA,NA,NA,NA,12.8,12.8
"ARTAMONOVA","Sona","w","CZE","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",22,4.8,7.3,NA,12.1,"Sona_ARTAMONOVA",NA,NA,11.8495,NA,NA,12.3,12.383,11.566,48.0985
"SCHEDER","Sophie Celina","w","GER","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",43,4.1,5.233,NA,9.333,"Sophie Celina_SCHEDER",NA,NA,NA,NA,NA,NA,9.333,13.583,22.916
"O FLAHERTY","Sophie","w","GBR","23-26 Mar 2023","2023 British Gymnastics Championships","qual","Liverpool, England",20,4.7,7.1,0,11.8,"Sophie_O FLAHERTY",NA,NA,NA,NA,NA,NA,NA,11.8,11.8
"GKINIS","Stavros","m","GRE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",105,5.8,6.266,NA,12.066,"Stavros_GKINIS",12.5,6.966,12.666,13.066,12.6106666666667,12.833,NA,NA,70.6416666666667
"SIEGENTHALER","Stefanie","w","SUI","11-14 Aug 2022","2022 Senior European Championships","qual","Munich, Germany",119,3.4,4.233,NA,7.633,"Stefanie_SIEGENTHALER",NA,NA,11.983,NA,NA,12.166,7.633,12.833,44.615
"PATRON","Stefano","m","ITA","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",34,5.2,7.966,NA,13.166,"Stefano_PATRON",13.466,11.366,13.166,13.733,NA,13.83,NA,NA,65.561
"TSOLAKIDIS","Stefanos","m","GRE","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",61,6.1,7.466,NA,13.566,"Stefanos_TSOLAKIDIS",9.533,11.3495,12.266,12.88275,11.466,12.733,NA,NA,70.23025
"DIAZ","Stella","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","AAfinal","San Salvador, El Salvador",18,4.4,6.1,NA,10.5,"Stella_DIAZ",NA,NA,11.2,NA,NA,12.2,11.25,12.0166666666667,46.6666666666667
"NEDOROSCIK","Stephen","m","USA","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",5,6.2,8.2,NA,14.4,"Stephen_NEDOROSCIK",NA,14.8165,NA,NA,NA,NA,NA,NA,14.8165
"KIM","Subeen","w","KOR","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",32,4.5,6,NA,10.5,"Subeen_KIM",NA,NA,NA,NA,NA,NA,NA,10.5,10.5
"RYU","Sunghyun","m","KOR","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","final","Liverpool, England",6,5.9,8.3,NA,14.2,"Sunghyun_RYU",13.511,12.6886666666667,14.193,14.02375,13.5663333333333,14.322,NA,NA,82.30475
"BARROS","Sydney","w","PUR","24-28 Jun 2023","2023 Central American and Caribbean Games","qual","San Salvador, El Salvador",13,5.2,6.75,NA,11.95,"Sydney_BARROS",NA,NA,11.95,NA,NA,NA,NA,NA,11.95
"TURNER","Sydney","w","CAN","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",21,5.4,7.466,NA,12.866,"Sydney_TURNER",NA,NA,12.775,NA,NA,6.425,12.658,12.633,44.491
"Batori","Szabolcs","m","HUN","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",22,5.2,7.5,NA,12.7,"Szabolcs_Batori",NA,NA,12.7,NA,12.05,NA,NA,NA,24.75
"BATORI","Szabolcs","m","HUN","11-16 Apr 2023","2023 Senior European Championships","qual","Antalya, Turkey",117,5.1,6.666,NA,11.766,"Szabolcs_BATORI",NA,12.35,11.283,NA,10.35,13.6,NA,NA,47.583
"SERHANI","Taha","m","SUI","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",23,5.9,7.8,NA,13.7,"Taha_SERHANI",13.608,11.961,13.6163333333333,14.204,NA,9.14433333333333,NA,NA,62.5336666666667
"SUGINO","Takaaki","m","JPN","1-4 Mar 2023","World Cup","final","Doha, Qatar",5,5.9,7.933,NA,13.833,"Takaaki_SUGINO",11.633,14.7165,13.6995,NA,NA,NA,NA,NA,40.049
"KITAZONO","Takeru","m","JPN","9-12 Mar 2023","World Cup","qual","Baku, Azerbaijan",28,5.5,7.333,0.2,12.633,"Takeru_KITAZONO",13.4995,12.8,12.633,10.033,11.766,NA,NA,NA,60.7315
"Onoshima","Takumi","m","BEL","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",10,5.7,7.95,NA,13.65,"Takumi_Onoshima",NA,9.2,13.65,NA,NA,NA,NA,NA,22.85
"ONOSHIMA","Takumi","m","BEL","29 Oct 2022 - 6 Nov 2022","2022 51st FIG Artistic Gymnastics World Championships","qual","Liverpool, England",39,5.6,7.966,NA,13.566,"Takumi_ONOSHIMA",12.8495,12.033,13.644,13.533,12.955,13.7883333333333,NA,NA,78.8028333333333
"BESSIT","Tamsyn Sanchez","w","RSA","1-5 Aug 2023","2023 FISU World University Games","qual","Chengdu, China",33,4.4,6,NA,10.4,"Tamsyn Sanchez_BESSIT",NA,NA,11.466,NA,NA,11.7,10.4,8.9,42.466
"DONNELLY","Tara","w","GBR","24-27 Mar 2022","2022 British Gymnastics Championships","qual","Liverpool, England",12,4.5,7.25,0,11.75,"Tara_DONNELLY",NA,NA,11.4,NA,NA,12.2785714285714,11.2333333333333,10.9333333333333,45.8452380952381
"Stefanovic","Tara","w","","8-11 Jun 2023","2023 Osijek Challenge Cup","qual","Osijek, Croatia.",31,3.9,0.9,NA,4.8,"Tara_Stefanovic",NA,NA,9.8,NA,NA,12.133,4.8,NA,26.733
"STEFANOVIC","Tara","w","SRB","25-28 May 2023","2023 Varna World Challenge Cup Results","qual","Varna, Bulgaria",30,3.5,1.566,0.1,4.966,"Tara_STEFANOVIC",NA,NA,10.233,NA,NA,12.083,4.966,NA,27.282
